,id,user_id,end_date,price,created_at,refund,target_customer
350,3180,9558,2019-11-28,9900.0,2019-10-29,0,personal
351,3204,10865,2019-11-29,100.0,2019-10-29,0,personal
352,3234,8473,2019-11-29,9900.0,2019-10-30,0,personal
353,3235,9618,2019-11-29,9900.0,2019-10-30,0,personal
354,3238,11108,2019-11-30,100.0,2019-10-30,0,personal
355,3242,11139,2019-11-30,100.0,2019-10-30,0,personal
356,3265,9861,2019-11-30,100.0,2019-10-30,0,personal
357,3274,10767,2019-11-30,100.0,2019-10-31,0,personal
358,3278,9640,2019-11-30,9900.0,2019-10-31,0,personal
359,3279,8621,2019-11-30,9900.0,2019-10-31,0,personal
360,3281,11059,2019-11-30,100.0,2019-10-31,0,personal
361,3298,10349,2019-12-01,100.0,2019-11-01,0,personal
362,3307,11230,2019-12-01,100.0,2019-11-01,0,personal
363,3326,9702,2019-12-01,0.0,2019-11-01,0,personal
364,3355,7198,2019-12-01,9900.0,2019-11-02,0,personal
365,3356,7239,2019-12-01,9900.0,2019-11-02,0,personal
366,3357,11284,2019-12-02,100.0,2019-11-02,0,personal
367,3358,11307,2019-12-02,0.0,2019-11-02,0,personal
368,3359,11312,2019-12-02,100.0,2019-11-02,0,personal
369,3373,11322,2019-12-03,100.0,2019-11-03,1.0,middleBiz
370,3374,9761,2019-12-02,9900.0,2019-11-03,0,personal
371,3375,6235,2019-12-02,9900.0,2019-11-03,0,personal
372,3376,256,2019-12-02,9900.0,2019-11-03,0,personal
373,3377,8560,2019-12-02,9900.0,2019-11-03,0,personal
374,3378,8561,2019-12-02,9900.0,2019-11-03,0,personal
375,3379,8573,2019-12-02,9900.0,2019-11-03,0,personal
376,3380,9599,2019-12-02,9900.0,2019-11-03,0,personal
377,3390,11356,2019-12-03,0.0,2019-11-03,0,personal
378,3397,11381,2019-12-04,100.0,2019-11-04,0,personal
379,3404,6279,2019-12-03,9900.0,2019-11-04,0,personal
380,3405,9787,2019-12-03,9900.0,2019-11-04,1.0,middleBiz
381,3406,9785,2019-12-03,9900.0,2019-11-04,0,personal
382,3407,8604,2019-12-03,9900.0,2019-11-04,0,personal
383,3408,11389,2019-12-04,100.0,2019-11-04,0,personal
384,3428,11406,2019-12-04,0.0,2019-11-04,0,personal
385,3429,10089,2019-12-04,0.0,2019-11-04,0,personal
386,3437,11442,2019-12-05,100.0,2019-11-05,0,personal
387,3443,11449,2019-12-05,0.0,2019-11-05,0,personal
388,3444,9784,2019-12-04,9900.0,2019-11-05,0,personal
389,3445,8660,2019-12-04,9900.0,2019-11-05,0,personal
390,3446,8202,2019-12-04,49000.0,2019-11-05,0,smallBiz
391,3447,8659,2019-12-04,9900.0,2019-11-05,0,personal
392,3448,8667,2019-12-04,9900.0,2019-11-05,0,personal
393,3454,11480,2019-12-05,100.0,2019-11-05,0,personal
394,3463,11515,2019-12-06,100.0,2019-11-06,0,personal
395,3470,9853,2019-12-05,9900.0,2019-11-06,0,personal
396,3471,8692,2019-12-05,9900.0,2019-11-06,0,personal
397,3472,8699,2019-12-05,9900.0,2019-11-06,0,personal
398,3480,11523,2019-12-06,100.0,2019-11-06,0,personal
399,3497,11560,2019-12-06,100.0,2019-11-06,0,personal
400,3517,11588,2019-12-07,0.0,2019-11-07,0,personal
401,3518,9893,2019-12-06,9900.0,2019-11-07,0,personal
402,3519,7401,2019-12-06,9900.0,2019-11-07,0,personal
403,3520,7402,2019-12-06,9900.0,2019-11-07,0,personal
404,3521,6379,2019-12-06,9900.0,2019-11-07,0,personal
405,3522,11593,2019-12-07,100.0,2019-11-07,0,personal
406,3548,11600,2019-12-07,100.0,2019-11-07,0,personal
407,3562,11621,2019-12-07,100.0,2019-11-07,0,personal
408,3575,8676,2019-12-07,49000.0,2019-11-08,1.0,smallBiz
409,3576,8767,2019-12-07,9900.0,2019-11-08,0,personal
410,3578,11636,2019-12-08,100.0,2019-11-08,0,personal
