,user_id,period_sub,total_fee,refund,personal,smallBiz,middleBiz,bigBiz,sign_in_count,period_use,sfx_free,sfx_peid,song_free,song_peid,etc,kids,vlog,story,beauty,review,talk,game,pet,eating,drone,corporate,freelancer,individual,student,unknown
0,161,516 days,158500.0,0.0,18,0,0,0,67.0,826 days,0.0,0.0,4.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,256,149 days,39700.0,0.0,5,0,0,0,9.0,287 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,592,7 days,0.0,0.0,1,0,0,0,15.0,1268 days,71.0,517.0,6.0,30.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3,621,14 days,0.0,0.0,1,0,0,0,46.0,954 days,3.0,0.0,81.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4,1227,355 days,109000.0,0.0,12,0,0,0,9.0,285 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1325,819 days,384000.0,0.0,19,1,0,0,112.0,1336 days,19.0,59.0,49.0,358.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,1365,207 days,59500.0,0.0,7,0,0,0,55.0,728 days,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1562,7 days,0.0,0.0,1,0,0,0,17.0,996 days,1.0,7.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1764,119 days,39600.0,0.0,4,0,0,0,43.0,913 days,0.0,0.0,7.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1840,125 days,39600.0,0.0,5,0,0,0,7.0,1217 days,6.0,4.0,1.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,1843,7 days,0.0,0.0,1,0,0,0,5.0,1093 days,1.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,2013,92 days,0.0,0.0,0,1,0,0,7.0,953 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,2037,7 days,0.0,0.0,1,0,0,0,17.0,1206 days,18.0,11.0,15.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,2290,60 days,10000.0,0.0,2,0,0,0,11.0,271 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,2359,31 days,100.0,0.0,1,0,0,0,9.0,277 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,2453,414 days,128800.0,0.0,14,0,0,0,5.0,288 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,2513,60 days,10000.0,0.0,2,0,0,0,22.0,269 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,2524,92 days,0.0,0.0,0,1,0,0,54.0,1146 days,33.0,0.0,37.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
18,2697,43 days,9900.0,1.0,2,0,0,0,6.0,796 days,8.0,6.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2760,14 days,0.0,0.0,1,0,0,0,3.0,694 days,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
20,2830,90 days,19900.0,0.0,3,0,0,0,17.0,256 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,2839,14 days,0.0,0.0,1,0,0,0,5.0,796 days,4.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22,2844,327 days,108900.0,0.0,11,0,0,0,14.0,572 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2943,118 days,29800.0,0.0,4,0,0,0,7.0,233 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2951,60 days,19800.0,0.0,2,0,0,0,5.0,571 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,3084,119 days,39600.0,0.0,4,0,0,0,14.0,437 days,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26,3126,67 days,19800.0,0.0,3,0,0,0,3.0,986 days,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,3156,7 days,0.0,0.0,1,0,0,0,11.0,972 days,12.0,6.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,3305,60 days,19800.0,0.0,2,0,0,0,18.0,583 days,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
29,3551,886 days,287200.0,0.0,30,0,0,0,21.0,211 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,3599,37 days,9900.0,0.0,2,0,0,0,40.0,1248 days,7.0,0.0,38.0,26.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,3642,14 days,0.0,0.0,1,0,0,0,9.0,666 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32,3741,340 days,108900.0,0.0,12,0,0,0,23.0,769 days,0.0,0.0,4.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,3750,572 days,188100.0,0.0,20,0,0,0,15.0,896 days,3.0,14.0,6.0,30.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34,3992,30 days,100.0,0.0,1,0,0,0,13.0,538 days,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
35,4709,295 days,99000.0,0.0,10,0,0,0,93.0,327 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,4903,61 days,19800.0,0.0,2,0,0,0,26.0,269 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,5157,7 days,0.0,0.0,1,0,0,0,15.0,916 days,9.0,12.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,5261,14 days,0.0,0.0,1,0,0,0,4.0,676 days,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,5397,31 days,9900.0,0.0,1,0,0,0,3.0,198 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,5606,7 days,0.0,0.0,1,0,0,0,8.0,1033 days,0.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,5652,60 days,19800.0,0.0,2,0,0,0,5.0,359 days,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42,5749,14 days,0.0,0.0,1,0,0,0,3.0,149 days,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,5824,7 days,0.0,0.0,1,0,0,0,6.0,891 days,3.0,6.0,0.0,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44,5950,148 days,200000.0,0.0,0,5,0,0,29.0,175 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,6083,60 days,10000.0,0.0,2,0,0,0,12.0,415 days,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,6235,119 days,29800.0,0.0,4,0,0,0,21.0,150 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,6379,118 days,39600.0,0.0,4,0,0,0,5.0,104 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,6574,61 days,10000.0,0.0,2,0,0,0,11.0,212 days,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
49,6701,14 days,0.0,0.0,1,0,0,0,40.0,938 days,7.0,0.0,24.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,6770,90 days,19900.0,0.0,3,0,0,0,11.0,95 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,6868,31 days,100.0,0.0,1,0,0,0,14.0,136 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,6869,120 days,29800.0,0.0,4,0,0,0,38.0,97 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,6882,59 days,19800.0,0.0,2,0,0,0,8.0,233 days,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54,6975,296 days,89200.0,0.0,10,0,0,0,29.0,271 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,6989,474 days,148600.0,0.0,16,0,0,0,48.0,412 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,7008,248 days,79200.0,0.0,9,0,0,0,18.0,718 days,0.0,3.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,7107,590 days,198000.0,0.0,20,0,0,0,102.0,808 days,0.0,4.0,13.0,31.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58,7198,119 days,29800.0,0.0,4,0,0,0,26.0,186 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,7215,119 days,39600.0,0.0,4,0,0,0,35.0,382 days,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60,7244,89 days,19900.0,0.0,3,0,0,0,7.0,67 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,7299,237 days,69400.0,0.0,8,0,0,0,19.0,250 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,7402,207 days,59500.0,0.0,7,0,0,0,4.0,197 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,7443,67 days,19800.0,0.0,3,0,0,0,7.0,919 days,0.0,0.0,9.0,17.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
64,7829,90 days,19900.0,0.0,3,0,0,0,6.0,73 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,7960,90 days,19900.0,0.0,3,0,0,0,11.0,51 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,8106,911 days,796000.0,0.0,22,1,0,0,50.0,641 days,3.0,4.0,18.0,35.0,0.0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
67,8201,30 days,100.0,0.0,1,0,0,0,9.0,245 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,8202,236 days,362000.0,0.0,0,8,0,0,18.0,204 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,8242,37 days,9900.0,0.0,2,0,0,0,4.0,827 days,13.0,11.0,4.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,8314,149 days,39700.0,0.0,5,0,0,0,5.0,85 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,8318,155 days,49500.0,0.0,6,0,0,0,10.0,1002 days,2.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,8330,60 days,10000.0,0.0,2,0,0,0,8.0,58 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,8396,355 days,109000.0,1.0,12,0,0,0,33.0,338 days,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
74,8401,1150 days,658000.0,2.0,14,1,1,0,145.0,1141 days,17.0,19.0,69.0,137.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
75,8426,503 days,158500.0,0.0,17,0,0,0,4.0,21 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,8455,31 days,100.0,0.0,1,0,0,0,5.0,71 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,8473,205 days,59500.0,0.0,7,0,0,0,22.0,354 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,8494,149 days,39700.0,0.0,5,0,0,0,34.0,89 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,8502,149 days,49500.0,0.0,5,0,0,0,40.0,389 days,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
80,8560,708 days,227800.0,0.0,24,0,0,0,50.0,848 days,2.0,1.0,1.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,8604,177 days,49600.0,0.0,6,0,0,0,23.0,159 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,8659,708 days,227800.0,0.0,24,0,0,0,67.0,499 days,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
83,8660,708 days,227800.0,0.0,24,0,0,0,7.0,49 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,8676,120 days,108000.0,2.0,1,2,1,0,10.0,36 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,8692,149 days,39700.0,0.0,5,0,0,0,5.0,24 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,8758,30 days,100.0,0.0,1,0,0,0,9.0,37 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,8767,384 days,118900.0,0.0,13,0,0,0,9.0,380 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,8775,177 days,49600.0,0.0,6,0,0,0,14.0,52 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,8831,982 days,316900.0,0.0,34,0,0,0,60.0,1119 days,5.0,11.0,8.0,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,8837,94 days,29700.0,0.0,4,0,0,0,9.0,854 days,0.0,0.0,6.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,8961,826 days,267400.0,0.0,28,0,0,0,9.0,323 days,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
92,9016,177 days,49600.0,0.0,6,0,0,0,7.0,37 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,9048,119 days,29800.0,0.0,4,0,0,0,13.0,184 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,9108,31 days,100.0,0.0,1,0,0,0,9.0,31 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,9151,207 days,59500.0,0.0,7,0,0,0,14.0,202 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,9164,60 days,10000.0,0.0,2,0,0,0,4.0,12 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,9200,60 days,10000.0,0.0,2,0,0,0,3.0,4 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,9211,60 days,10000.0,0.0,2,0,0,0,3.0,0 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,9251,30 days,100.0,0.0,1,0,0,0,4.0,68 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,9280,89 days,19900.0,1.0,2,0,1,0,4.0,21 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,9302,125 days,39600.0,0.0,5,0,0,0,33.0,1084 days,13.0,51.0,2.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,9328,7 days,0.0,0.0,1,0,0,0,105.0,1079 days,13.0,10.0,62.0,28.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
103,9346,473 days,148600.0,0.0,16,0,0,0,4.0,2 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,9355,414 days,128800.0,0.0,14,0,0,0,130.0,449 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,9368,149 days,39700.0,0.0,5,0,0,0,8.0,140 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,9415,119 days,29800.0,0.0,4,0,0,0,2.0,0 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,9481,30 days,100.0,0.0,1,0,0,0,7.0,76 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,9515,119 days,29800.0,0.0,4,0,0,0,14.0,92 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,9529,60 days,10000.0,1.0,1,0,1,0,2.0,0 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,9530,797 days,257500.0,0.0,27,0,0,0,44.0,650 days,0.0,0.0,1.0,4.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
111,9544,31 days,100.0,0.0,1,0,0,0,7.0,16 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,9558,149 days,39700.0,0.0,5,0,0,0,17.0,153 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,9599,302 days,89200.0,2.0,9,0,1,0,68.0,849 days,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,9617,396 days,303900.0,0.0,1,1,0,0,79.0,1107 days,9.0,131.0,9.0,149.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,9618,89 days,19900.0,1.0,2,0,1,0,11.0,52 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,9640,89 days,19900.0,0.0,3,0,0,0,4.0,0 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,9655,31 days,100.0,0.0,1,0,0,0,5.0,27 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,9702,30 days,0.0,0.0,1,0,0,0,3.0,31 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,9752,60 days,10000.0,0.0,2,0,0,0,12.0,79 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,9761,326 days,99100.0,0.0,11,0,0,0,5.0,17 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,9784,60 days,10000.0,0.0,2,0,0,0,4.0,20 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,9785,120 days,29800.0,0.0,4,0,0,0,3.0,0 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,9787,60 days,10000.0,1.0,1,0,1,0,6.0,5 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,9805,31 days,100.0,0.0,1,0,0,0,13.0,40 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,9808,31 days,100.0,0.0,1,0,0,0,5.0,215 days,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
126,9831,148 days,39700.0,0.0,5,0,0,0,10.0,67 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,9839,60 days,9900.0,0.0,2,0,0,0,21.0,55 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,9853,266 days,79300.0,0.0,9,0,0,0,6.0,209 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,9861,31 days,100.0,0.0,1,0,0,0,7.0,24 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,9893,619 days,198100.0,0.0,21,0,0,0,1.0,0 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,9894,207 days,59500.0,0.0,7,0,0,0,4.0,18 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,9908,64 days,19800.0,0.0,3,0,0,0,2.0,0 days,33.0,16.0,6.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,9924,178 days,49600.0,0.0,6,0,0,0,38.0,272 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,9952,90 days,19900.0,0.0,3,0,0,0,12.0,232 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,9986,120 days,29800.0,0.0,4,0,0,0,3.0,0 days,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
136,10011,90 days,19800.0,0.0,3,0,0,0,5.0,177 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,10089,708 days,227700.0,0.0,24,0,0,0,81.0,891 days,0.0,4.0,12.0,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138,10101,148 days,39700.0,0.0,5,0,0,0,50.0,95 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,10107,207 days,313000.0,0.0,0,7,0,0,10.0,38 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,10114,474 days,148600.0,0.0,16,0,0,0,9.0,398 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,10128,178 days,59400.0,0.0,6,0,0,0,8.0,166 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
142,10162,237 days,69400.0,0.0,8,0,0,0,13.0,26 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,10179,60 days,10000.0,1.0,1,0,1,0,3.0,32 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,10189,178 days,49600.0,0.0,6,0,0,0,5.0,18 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,10193,121 days,57100.0,0.0,1,3,0,0,11.0,65 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146,10224,60 days,10000.0,1.0,1,0,1,0,4.0,32 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,10225,31 days,100.0,0.0,1,0,0,0,6.0,143 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,10242,120 days,29800.0,1.0,3,0,1,0,8.0,15 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,10272,31 days,100.0,0.0,1,0,0,0,2.0,0 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,10310,61 days,19800.0,0.0,2,0,0,0,7.0,75 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,10314,60 days,10000.0,0.0,2,0,0,0,2.0,0 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,10349,30 days,100.0,0.0,1,0,0,0,18.0,65 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,10407,177 days,59400.0,0.0,6,0,0,0,15.0,262 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,10435,738 days,237700.0,0.0,25,0,0,0,6.0,252 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,10453,37 days,9900.0,0.0,2,0,0,0,58.0,1085 days,0.0,0.0,26.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
156,10557,60 days,10000.0,1.0,1,0,1,0,6.0,40 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,10585,31 days,100.0,0.0,1,0,0,0,3.0,0 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,10593,31 days,100.0,0.0,1,0,0,0,5.0,13 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,10697,178 days,49600.0,0.0,6,0,0,0,5.0,5 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,10728,335 days,108900.0,0.0,12,0,0,0,4.0,420 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,10767,60 days,10000.0,0.0,2,0,0,0,8.0,7 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,10777,60 days,10000.0,0.0,2,0,0,0,7.0,55 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,10826,14 days,0.0,0.0,0,0,1,0,3.0,418 days,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164,10828,60 days,10000.0,0.0,2,0,0,0,4.0,89 days,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
