,id,user_id,name,unsubscribed_at
539,2346552,99157,Unsubscribe Request,2022-05-03
540,2346554,99157,Unsubscribe Request,2022-05-03
541,2352115,97659,Unsubscribe Request,2022-05-03
542,2354511,99112,Unsubscribe Request,2022-05-03
543,2366566,99647,Unsubscribe Request,2022-05-03
544,2366571,99647,Unsubscribe Request,2022-05-03
545,2369768,99245,Unsubscribe Request,2022-05-04
546,2369769,99245,Unsubscribe Request,2022-05-04
547,2373358,63701,Unsubscribe Request,2022-05-04
548,2374862,99684,Unsubscribe Request,2022-05-04
549,2375070,95899,Unsubscribe Request,2022-05-04
550,2375385,99414,Unsubscribe Request,2022-05-04
551,2375386,99414,Unsubscribe Request,2022-05-04
